UserID;BookID;Rating;Timestamp
21356;1519;3;978216759
22107;1519;5;978216760
23871;1519;5;978216761
1131;1520;5;978216762
19233;1520;4;978216763
1131;1521;4;978216764
5295;1521;4;978216765
20119;1521;4;978216766
1131;1522;4;978216767
11676;1522;3;978216768
6689;1524;5;978216769
19961;1525;4;978216770
1133;1526;4;978216771
1435;1526;5;978216772
4591;1526;4;978216773
14527;1526;4;978216774
24226;1526;4;978216775
26910;1526;5;978216776
6543;1527;3;978216777
11676;1527;5;978216778
11676;1528;3;978216779
11676;1530;5;978216780
1137;1531;4;978216781
4426;1532;4;978216782
8454;1532;4;978216783
11676;1532;3;978216784
12154;1532;4;978216785
16110;1532;5;978216786
18250;1532;4;978216787
20392;1532;3;978216788
29915;1532;3;978216789
1150;1533;5;978216790
2776;1533;4;978216791
27372;1533;4;978216792
1155;1534;4;978216793
1155;1535;5;978216794
6532;1535;4;978216795
1155;1536;4;978216796
1155;1537;4;978216797
1155;1538;4;978216798
3363;1538;5;978216799
4221;1538;4;978216800
25409;1538;5;978216801
27813;1538;3;978216802
1155;1539;5;978216803
5582;1539;4;978216804
12567;1539;3;978216805
1155;1540;3;978216806
1155;1541;4;978216807
1155;1542;4;978216808
8245;1542;4;978216809
1155;1543;4;978216810
26834;1543;5;978216811
1155;1544;3;978216812
2354;1544;4;978216813
3363;1544;5;978216814
9637;1544;3;978216815
28156;1544;3;978216816
16908;1545;4;978216817
16908;1546;3;978216818
21684;1546;4;978216819
1155;1548;4;978216820
1161;1552;3;978216821
4438;1552;4;978216822
9504;1552;5;978216823
25373;1552;4;978216824
1161;1553;5;978216825
1161;1554;3;978216826
1674;1554;5;978216827
2357;1554;4;978216828
2977;1554;2;978216829
3362;1554;4;978216830
6251;1554;2;978216831
6575;1554;4;978216832
9174;1554;4;978216833
11179;1554;4;978216834
15602;1554;4;978216835
16634;1554;2;978216836
16949;1554;5;978216837
17893;1554;2;978216838
20350;1554;5;978216839
20462;1554;4;978216840
21418;1554;4;978216841
22177;1554;4;978216842
24846;1554;4;978216843
26509;1554;4;978216844
28269;1554;4;978216845
28763;1554;5;978216846
1161;1555;5;978216847
1161;1557;3;978216848
1164;1558;5;978216849
1166;1559;5;978216850
8890;1559;4;978216851
11676;1560;5;978216852
8454;1561;4;978216853
11657;1561;2;978216854
24194;1561;5;978216855
27472;1561;4;978216856
6073;1562;5;978216857
1167;1563;3;978216858
8067;1563;5;978216859
11676;1563;5;978216860
25409;1563;4;978216861
26473;1563;4;978216862
28647;1563;3;978216863
1167;1564;4;978216864
11676;1564;4;978216865
6543;1565;4;978216866
8253;1565;4;978216867
11043;1565;4;978216868
20054;1565;4;978216869
20106;1565;3;978216870
20180;1565;4;978216871
1167;1567;5;978216872
3371;1567;4;978216873
7226;1567;3;978216874
12982;1567;4;978216875
16795;1567;4;978216876
24186;1567;5;978216877
1167;1568;3;978216878
11676;1568;2;978216879
14698;1568;4;978216880
18172;1568;5;978216881
1167;1569;3;978216882
1167;1570;4;978216883
25253;1570;4;978216884
25711;1570;2;978216885
16777;1572;5;978216886
16795;1572;4;978216887
17725;1572;5;978216888
22818;1572;5;978216889
23188;1572;2;978216890
23699;1572;5;978216891
23872;1572;5;978216892
25123;1572;5;978216893
25981;1572;3;978216894
2766;1573;5;978216895
18082;1573;5;978216896
28016;1573;5;978216897
2766;1574;4;978216898
6543;1574;4;978216899
19605;1574;4;978216900
20462;1574;3;978216901
25436;1574;4;978216902
25844;1574;4;978216903
1167;1575;5;978216904
15957;1575;5;978216905
11676;1576;3;978216906
4221;1578;3;978216907
14392;1578;5;978216908
1169;1580;3;978216909
6242;1580;4;978216910
1172;1581;5;978216911
1174;1582;2;978216912
1178;1584;5;978216913
11676;1585;3;978216914
1178;1586;1;978216915
7346;1586;5;978216916
11676;1586;4;978216917
15834;1586;4;978216918
16545;1586;4;978216919
16795;1586;5;978216920
21252;1586;4;978216921
27091;1586;3;978216922
29648;1586;5;978216923
1178;1587;5;978216924
1178;1588;5;978216925
1180;1589;5;978216926
1184;1590;4;978216927
1184;1591;4;978216928
1184;1593;4;978216929
6323;1593;4;978216930
11676;1593;4;978216931
19617;1593;5;978216932
29848;1593;3;978216933
11676;1596;4;978216934
16795;1596;4;978216935
18429;1596;5;978216936
20060;1596;4;978216937
23221;1596;5;978216938
26406;1596;5;978216939
11676;1597;3;978216940
29205;1597;5;978216941
2276;1598;5;978216942
11676;1598;4;978216943
20149;1598;4;978216944
1184;1599;2;978216945
2276;1599;5;978216946
18332;1599;5;978216947
8234;1601;4;978216948
11676;1601;3;978216949
14744;1601;4;978216950
1192;1605;3;978216951
1192;1606;4;978216952
28451;1610;4;978216953
1200;1611;5;978216954
9341;1612;4;978216955
1210;1613;5;978216956
1297;1613;4;978216957
6251;1613;4;978216958
6575;1613;4;978216959
8454;1613;5;978216960
11453;1613;4;978216961
11676;1613;3;978216962
15812;1613;4;978216963
19107;1613;5;978216964
20034;1613;4;978216965
21011;1613;4;978216966
21462;1613;4;978216967
23689;1613;4;978216968
1211;1614;3;978216969
1211;1616;4;978216970
1211;1617;5;978216971
1211;1618;5;978216972
1211;1619;4;978216973
1211;1620;4;978216974
1211;1621;4;978216975
1211;1622;4;978216976
15589;1622;4;978216977
26443;1622;4;978216978
1211;1625;4;978216979
1211;1626;4;978216980
1211;1628;5;978216981
1211;1629;4;978216982
11676;1629;4;978216983
14638;1629;3;978216984
1211;1630;5;978216985
1211;1631;5;978216986
1211;1632;4;978216987
1211;1633;4;978216988
18309;1633;5;978216989
1211;1639;4;978216990
17054;1639;4;978216991
1214;1641;4;978216992
6251;1641;5;978216993
25919;1641;5;978216994
27091;1641;4;978216995
1214;1642;4;978216996
11676;1642;3;978216997
1219;1643;4;978216998
1219;1644;3;978216999
1223;1645;2;978217000
6563;1645;3;978217001
8059;1645;3;978217002
11676;1645;5;978217003
27539;1645;3;978217004
11676;1650;4;978217005
16795;1652;5;978217006
1234;1653;5;978217007
11624;1653;3;978217008
23127;1653;4;978217009
1235;1654;5;978217010
11676;1655;4;978217011
1242;1656;4;978217012
11676;1656;4;978217013
1248;1657;5;978217014
26756;1657;5;978217015
1248;1658;5;978217016
1248;1659;5;978217017
1248;1660;5;978217018
1248;1661;5;978217019
5209;1661;5;978217020
11676;1661;4;978217021
13331;1661;3;978217022
26240;1661;3;978217023
1248;1662;5;978217024
1248;1663;5;978217025
1248;1664;5;978217026
1248;1665;5;978217027
1248;1666;5;978217028
1248;1667;5;978217029
1248;1668;5;978217030
1248;1669;5;978217031
1248;1670;5;978217032
1248;1671;3;978217033
1248;1672;5;978217034
6575;1672;4;978217035
1248;1673;5;978217036
1248;1674;5;978217037
1674;1674;3;978217038
2891;1674;5;978217039
11676;1674;5;978217040
13259;1674;4;978217041
27237;1674;4;978217042
29149;1674;5;978217043
1248;1675;5;978217044
1248;1676;5;978217045
11247;1676;4;978217046
1248;1677;5;978217047
1248;1678;5;978217048
1249;1680;4;978217049
11676;1680;5;978217050
1249;1681;3;978217051
1768;1681;5;978217052
1933;1681;4;978217053
3371;1681;5;978217054
3894;1681;5;978217055
5037;1681;3;978217056
6073;1681;3;978217057
6074;1681;4;978217058
6563;1681;5;978217059
6789;1681;2;978217060
7915;1681;4;978217061
8961;1681;5;978217062
11676;1681;4;978217063
16246;1681;5;978217064
16795;1681;5;978217065
17859;1681;5;978217066
18067;1681;2;978217067
18082;1681;4;978217068
19378;1681;4;978217069
20106;1681;5;978217070
21659;1681;4;978217071
21903;1681;4;978217072
22473;1681;4;978217073
22780;1681;5;978217074
23712;1681;4;978217075
27518;1681;4;978217076
1250;1682;4;978217077
11676;1682;4;978217078
1252;1683;4;978217079
10447;1683;4;978217080
25150;1683;4;978217081
1254;1685;5;978217082
1660;1685;4;978217083
7286;1685;4;978217084
8734;1685;4;978217085
11724;1685;5;978217086
13850;1685;3;978217087
15049;1685;4;978217088
20410;1685;5;978217089
21364;1685;1;978217090
29259;1685;5;978217091
11676;1686;4;978217092
16009;1686;3;978217093
23749;1686;5;978217094
1254;1687;4;978217095
1254;1691;5;978217096
8734;1691;4;978217097
11676;1691;5;978217098
13850;1691;3;978217099
15049;1691;4;978217100
29259;1691;5;978217101
1258;1693;2;978217102
1259;1695;4;978217103
2030;1695;5;978217104
11676;1695;5;978217105
23874;1695;4;978217106
1261;1696;4;978217107
11676;1696;4;978217108
11708;1696;4;978217109
13273;1696;4;978217110
14422;1696;4;978217111
23933;1696;4;978217112
27875;1696;4;978217113
1261;1697;3;978217114
11676;1697;3;978217115
15808;1697;4;978217116
16795;1697;5;978217117
1261;1698;4;978217118
1262;1699;5;978217119
1262;1700;5;978217120
1263;1701;5;978217121
1264;1703;4;978217122
4017;1703;5;978217123
6242;1703;4;978217124
7283;1703;5;978217125
9203;1703;4;978217126
11676;1703;5;978217127
12154;1703;4;978217128
13093;1703;5;978217129
13387;1703;3;978217130
14768;1703;4;978217131
16106;1703;5;978217132
16795;1703;3;978217133
21014;1703;2;978217134
21404;1703;5;978217135
23966;1703;4;978217136
26611;1703;2;978217137
27317;1703;4;978217138
28177;1703;3;978217139
1266;1704;5;978217140
3954;1704;3;978217141
6689;1704;4;978217142
21124;1704;5;978217143
1267;1705;3;978217144
7134;1705;5;978217145
14768;1705;3;978217146
6543;1707;3;978217147
11120;1707;4;978217148
1279;1708;3;978217149
3917;1708;4;978217150
6543;1708;5;978217151
1279;1709;5;978217152
1281;1711;4;978217153
8066;1711;4;978217154
8245;1711;4;978217155
11594;1711;5;978217156
11832;1711;4;978217157
1293;1712;5;978217158
26756;1712;5;978217159
1294;1713;4;978217160
9908;1714;5;978217161
28612;1714;4;978217162
1294;1715;4;978217163
5040;1715;3;978217164
7346;1715;4;978217165
11676;1715;3;978217166
17389;1715;3;978217167
26134;1715;4;978217168
1294;1716;4;978217169
21083;1716;4;978217170
1296;1717;5;978217171
1297;1718;5;978217172
1297;1722;4;978217173
3923;1722;4;978217174
11676;1722;5;978217175
12282;1722;3;978217176
1297;1723;4;978217177
2033;1723;5;978217178
3346;1723;5;978217179
14456;1723;5;978217180
20201;1723;3;978217181
6347;1726;3;978217182
6450;1726;5;978217183
6575;1728;5;978217184
11629;1728;5;978217185
21660;1728;4;978217186
23547;1728;4;978217187
1309;1730;4;978217188
4197;1730;3;978217189
12784;1730;4;978217190
15510;1730;4;978217191
20106;1730;4;978217192
24052;1730;4;978217193
1314;1731;1;978217194
10765;1732;4;978217195
18082;1733;2;978217196
1324;1734;3;978217197
1330;1735;5;978217198
11349;1735;5;978217199
22720;1735;5;978217200
1331;1737;5;978217201
1331;1739;5;978217202
1331;1740;3;978217203
11676;1743;4;978217204
2679;1749;4;978217205
5790;1749;3;978217206
1344;1751;4;978217207
6741;1754;3;978217208
28989;1754;3;978217209
1348;1755;4;978217210
1348;1756;4;978217211
1355;1757;5;978217212
1359;1758;4;978217213
4365;1758;5;978217214
7286;1758;5;978217215
16634;1758;4;978217216
18155;1758;4;978217217
21187;1758;4;978217218
24194;1758;4;978217219
28694;1758;4;978217220
1360;1759;4;978217221
1361;1760;5;978217222
1368;1761;4;978217223
24995;1761;4;978217224
1368;1762;4;978217225
6662;1762;4;978217226
9613;1762;2;978217227
10560;1762;5;978217228
1368;1763;4;978217229
7864;1764;4;978217230
1368;1765;3;978217231
6611;1765;5;978217232
9177;1765;4;978217233
10560;1765;5;978217234
29270;1765;3;978217235
1369;1766;4;978217236
1372;1767;5;978217237
11676;1768;3;978217238
15444;1771;4;978217239
1372;1773;5;978217240
1375;1774;3;978217241
1376;1775;5;978217242
7346;1775;4;978217243
11676;1775;2;978217244
16666;1775;5;978217245
19085;1775;4;978217246
19303;1775;3;978217247
20895;1775;1;978217248
22617;1775;4;978217249
1376;1776;4;978217250
1377;1777;4;978217251
2099;1777;4;978217252
6115;1777;5;978217253
8245;1777;4;978217254
9856;1777;4;978217255
11224;1777;4;978217256
13552;1777;5;978217257
13968;1777;4;978217258
15651;1777;5;978217259
16711;1777;5;978217260
18440;1777;4;978217261
20060;1777;5;978217262
882;1778;5;978217263
1389;1778;5;978217264
1830;1778;4;978217265
2108;1778;5;978217266
2569;1778;4;978217267
8681;1778;4;978217268
8935;1778;4;978217269
10314;1778;4;978217270
11676;1778;4;978217271
16263;1778;3;978217272
16504;1778;4;978217273
21404;1778;4;978217274
22200;1778;5;978217275
24515;1778;5;978217276
29000;1778;4;978217277
11676;1779;4;978217278
18247;1779;3;978217279
1396;1780;5;978217280
4157;1780;4;978217281
7576;1780;5;978217282
11676;1780;4;978217283
1399;1781;5;978217284
1399;1783;5;978217285
1399;1784;5;978217286
2152;1784;4;978217287
6115;1784;5;978217288
6575;1784;5;978217289
1403;1785;4;978217290
28687;1785;4;978217291
1409;1786;4;978217292
1409;1787;4;978217293
11676;1787;3;978217294
1409;1788;4;978217295
8323;1788;3;978217296
11676;1788;4;978217297
13552;1788;4;978217298
17167;1788;4;978217299
19493;1788;5;978217300
25981;1788;3;978217301
1409;1789;3;978217302
7125;1789;3;978217303
1409;1790;3;978217304
2110;1790;4;978217305
24314;1790;4;978217306
26620;1790;3;978217307
1412;1791;3;978217308
27472;1791;4;978217309
28319;1791;4;978217310
1412;1792;5;978217311
6575;1792;4;978217312
8245;1792;4;978217313
8255;1792;5;978217314
20060;1792;5;978217315
28139;1792;2;978217316
29526;1792;5;978217317
1412;1793;5;978217318
6242;1793;4;978217319
11676;1793;4;978217320
1412;1794;5;978217321
4017;1794;5;978217322
5163;1794;3;978217323
7841;1794;5;978217324
20813;1794;5;978217325
20963;1794;3;978217326
22695;1794;5;978217327
23642;1794;3;978217328
24221;1794;5;978217329
26411;1794;4;978217330
28735;1794;5;978217331
29508;1794;5;978217332
1412;1795;5;978217333
11676;1795;5;978217334
24433;1795;4;978217335
25804;1795;4;978217336
29775;1795;5;978217337
1412;1797;4;978217338
29071;1797;3;978217339
1412;1798;4;978217340
1417;1800;4;978217341
11676;1800;5;978217342
1424;1801;4;978217343
8245;1801;4;978217344
27232;1801;5;978217345
2276;1803;5;978217346
3709;1803;4;978217347
4066;1803;4;978217348
7346;1803;4;978217349
8309;1803;4;978217350
9083;1803;2;978217351
9227;1803;5;978217352
11245;1803;4;978217353
11676;1803;4;978217354
13133;1803;4;978217355
15655;1803;5;978217356
17159;1803;5;978217357
18733;1803;4;978217358
22074;1803;4;978217359
24960;1803;3;978217360
25981;1803;3;978217361
28144;1803;3;978217362
1424;1804;3;978217363
1424;1805;4;978217364
11676;1805;4;978217365
23902;1805;4;978217366
24597;1806;5;978217367
6574;1811;4;978217368
29209;1811;4;978217369
16634;1812;3;978217370
1424;1813;4;978217371
11676;1813;4;978217372
14422;1813;4;978217373
28919;1813;5;978217374
3363;1814;5;978217375
9139;1814;5;978217376
11676;1814;3;978217377
16777;1814;5;978217378
1424;1816;3;978217379
11676;1816;5;978217380
1424;1817;4;978217381
19711;1818;3;978217382
882;1819;5;978217383
14422;1819;5;978217384
20060;1819;5;978217385
20149;1819;4;978217386
22074;1819;4;978217387
29209;1819;3;978217388
29615;1819;4;978217389
5903;1820;5;978217390
8066;1820;2;978217391
18701;1820;4;978217392
19664;1820;5;978217393
22503;1820;4;978217394
1424;1821;3;978217395
11676;1822;5;978217396
16155;1822;4;978217397
20680;1822;4;978217398
21014;1822;4;978217399
24590;1822;3;978217400
1424;1823;4;978217401
1424;1825;4;978217402
1424;1826;4;978217403
1427;1828;5;978217404
2295;1828;3;978217405
2414;1828;4;978217406
5091;1828;4;978217407
8874;1828;3;978217408
11676;1828;5;978217409
16795;1828;4;978217410
26883;1828;5;978217411
27839;1828;5;978217412
28222;1828;5;978217413
1434;1829;5;978217414
4622;1829;5;978217415
6336;1829;3;978217416
7509;1829;4;978217417
11584;1829;5;978217418
11676;1829;5;978217419
16746;1829;5;978217420
18176;1829;3;978217421
21014;1829;4;978217422
1435;1830;2;978217423
8454;1830;5;978217424
25109;1830;4;978217425
1435;1833;5;978217426
1435;1834;4;978217427
11676;1837;4;978217428
12982;1837;4;978217429
28634;1837;4;978217430
1435;1839;5;978217431
1435;1840;3;978217432
11676;1841;5;978217433
25403;1842;5;978217434
1435;1844;4;978217435
1435;1845;5;978217436
6251;1845;5;978217437
8971;1845;5;978217438
11676;1845;4;978217439
1435;1846;4;978217440
1435;1847;3;978217441
21011;1849;4;978217442
25601;1849;5;978217443
25981;1849;3;978217444
1435;1850;5;978217445
11676;1850;4;978217446
1435;1851;5;978217447
1435;1853;2;978217448
3719;1854;4;978217449
4938;1854;4;978217450
14455;1854;4;978217451
16795;1854;5;978217452
24052;1854;3;978217453
25410;1854;4;978217454
3331;1855;5;978217455
3373;1855;2;978217456
11676;1855;4;978217457
16517;1855;3;978217458
28634;1855;4;978217459
10681;1859;4;978217460
10257;1860;5;978217461
11224;1860;3;978217462
11676;1860;4;978217463
13552;1860;5;978217464
17859;1860;5;978217465
19233;1860;2;978217466
20562;1860;3;978217467
20680;1860;4;978217468
21659;1860;4;978217469
25537;1860;3;978217470
26517;1860;4;978217471
4107;1861;3;978217472
7283;1861;4;978217473
7346;1861;5;978217474
7620;1861;5;978217475
12698;1861;4;978217476
14422;1861;4;978217477
25981;1861;3;978217478
2276;1862;5;978217479
5476;1862;3;978217480
11676;1862;3;978217481
15834;1862;4;978217482
18203;1862;4;978217483
28634;1862;5;978217484
11503;1863;3;978217485
11676;1863;5;978217486
15144;1863;2;978217487
20971;1863;4;978217488
27485;1863;5;978217489
3099;1864;4;978217490
6074;1864;4;978217491
6543;1864;5;978217492
9178;1864;4;978217493
9417;1864;4;978217494
9492;1864;5;978217495
11609;1864;4;978217496
11676;1864;5;978217497
16795;1864;5;978217498
17229;1864;4;978217499
18401;1864;5;978217500
20445;1864;3;978217501
27399;1864;4;978217502
27472;1864;4;978217503
28899;1864;5;978217504
29209;1864;3;978217505
1436;1866;4;978217506
1436;1869;5;978217507
11676;1869;1;978217508
15043;1869;4;978217509
1439;1870;4;978217510
13280;1870;4;978217511
13935;1870;3;978217512
1442;1871;5;978217513
26443;1871;5;978217514
1448;1872;3;978217515
28647;1872;3;978217516
1455;1873;4;978217517
4785;1873;4;978217518
1461;1874;5;978217519
22739;1874;5;978217520
1466;1875;2;978217521
1466;1877;4;978217522
1467;1880;4;978217523
11080;1880;5;978217524
1467;1881;4;978217525
1467;1882;4;978217526
1467;1884;4;978217527
11676;1884;3;978217528
1467;1885;3;978217529
13733;1886;4;978217530
14449;1886;4;978217531
24028;1886;1;978217532
25722;1886;3;978217533
1473;1887;5;978217534
1475;1888;4;978217535
1484;1890;3;978217536
1485;1891;4;978217537
6251;1891;5;978217538
1485;1893;4;978217539
6251;1893;5;978217540
1485;1894;3;978217541
1485;1896;5;978217542
5770;1906;3;978217543
11676;1906;4;978217544
1485;1907;5;978217545
1489;1909;4;978217546
4938;1909;4;978217547
11844;1909;4;978217548
12589;1909;5;978217549
14201;1909;4;978217550
15795;1909;5;978217551
16246;1909;5;978217552
16795;1909;3;978217553
18596;1909;2;978217554
21404;1909;4;978217555
26579;1909;5;978217556
28224;1909;4;978217557
29178;1909;2;978217558
1491;1910;4;978217559
1499;1911;5;978217560
1499;1912;3;978217561
1499;1913;3;978217562
1500;1914;4;978217563
26713;1915;4;978217564
1511;1916;4;978217565
2977;1916;5;978217566
16991;1916;2;978217567
1517;1917;2;978217568
1517;1918;3;978217569
11676;1919;4;978217570
13164;1919;4;978217571
6575;1920;3;978217572
7312;1920;3;978217573
24105;1920;4;978217574
26621;1920;4;978217575
24105;1921;5;978217576
1535;1922;4;978217577
882;1923;5;978217578
1535;1923;5;978217579
3739;1923;3;978217580
4017;1923;5;978217581
4144;1923;3;978217582
4732;1923;5;978217583
6242;1923;4;978217584
6251;1923;4;978217585
6392;1923;5;978217586
6575;1923;4;978217587
6577;1923;5;978217588
7119;1923;5;978217589
8253;1923;5;978217590
8290;1923;5;978217591
11676;1923;5;978217592
12100;1923;4;978217593
14454;1923;4;978217594
16634;1923;4;978217595
17667;1923;4;978217596
18311;1923;4;978217597
20022;1923;2;978217598
21014;1923;4;978217599
22532;1923;5;978217600
22625;1923;5;978217601
24090;1923;4;978217602
27472;1923;4;978217603
1539;1924;5;978217604
13850;1924;5;978217605
14456;1924;5;978217606
16795;1924;4;978217607
5728;1927;4;978217608
6532;1927;4;978217609
12619;1927;4;978217610
23816;1927;4;978217611
27472;1929;4;978217612
1548;1932;4;978217613
8245;1932;4;978217614
11676;1932;4;978217615
12316;1932;5;978217616
23847;1932;5;978217617
28177;1932;5;978217618
1548;1933;4;978217619
1548;1934;4;978217620
6251;1934;5;978217621
11601;1934;5;978217622
22267;1934;5;978217623
2977;1935;3;978217624
1548;1936;1;978217625
1548;1938;4;978217626
1548;1939;3;978217627
11676;1939;5;978217628
8681;1940;4;978217629
1548;1941;4;978217630
23518;1941;3;978217631
1548;1942;4;978217632
1548;1943;4;978217633
11676;1944;3;978217634
1548;1946;4;978217635
11676;1946;4;978217636
12784;1946;5;978217637
16637;1946;3;978217638
19664;1946;5;978217639
21014;1946;4;978217640
22625;1946;5;978217641
26518;1946;4;978217642
26544;1946;5;978217643
28709;1946;5;978217644
1548;1948;3;978217645
3167;1948;4;978217646
4622;1948;2;978217647
11676;1948;5;978217648
11788;1948;5;978217649
16062;1948;4;978217650
18203;1948;4;978217651
19969;1948;2;978217652
29570;1948;4;978217653
1548;1951;5;978217654
1548;1952;5;978217655
27961;1952;4;978217656
1550;1953;5;978217657
9329;1953;4;978217658
25684;1953;3;978217659
1554;1954;5;978217660
2766;1954;4;978217661
7286;1954;5;978217662
24835;1954;5;978217663
1554;1955;5;978217664
1556;1957;3;978217665
1558;1959;5;978217666
1558;1960;4;978217667
6575;1960;4;978217668
27647;1960;4;978217669
1558;1961;5;978217670
1558;1962;5;978217671
6251;1962;2;978217672
6398;1962;2;978217673
11676;1962;3;978217674
25410;1962;4;978217675
25966;1962;4;978217676
1558;1963;5;978217677
11676;1963;1;978217678
1558;1964;5;978217679
10716;1964;4;978217680
12362;1964;1;978217681
13324;1964;4;978217682
21575;1964;2;978217683
23578;1964;4;978217684
24391;1964;3;978217685
26782;1964;3;978217686
11676;1965;4;978217687
26231;1969;3;978217688
11676;1970;4;978217689
21576;1970;4;978217690
25740;1970;5;978217691
28661;1970;3;978217692
1570;1971;5;978217693
10447;1971;3;978217694
19664;1971;3;978217695
29133;1971;3;978217696
1582;1973;5;978217697
1583;1974;3;978217698
1585;1975;3;978217699
1585;1976;4;978217700
2148;1976;4;978217701
11676;1976;5;978217702
12154;1976;4;978217703
16795;1976;4;978217704
17859;1976;5;978217705
22828;1976;4;978217706
1585;1977;3;978217707
1585;1978;3;978217708
1585;1979;2;978217709
1585;1980;2;978217710
1585;1981;4;978217711
1585;1982;4;978217712
11231;1982;4;978217713
16795;1982;4;978217714
24627;1982;4;978217715
28204;1982;3;978217716
1585;1983;3;978217717
3145;1983;4;978217718
11676;1983;4;978217719
18444;1983;3;978217720
1585;1984;3;978217721
6543;1984;4;978217722
6764;1984;5;978217723
11676;1984;4;978217724
19842;1984;4;978217725
26161;1984;5;978217726
1585;1985;4;978217727
19725;1985;4;978217728
1585;1986;4;978217729
1608;1986;5;978217730
2591;1986;5;978217731
3507;1986;4;978217732
5903;1986;5;978217733
8253;1986;5;978217734
8370;1986;5;978217735
8734;1986;5;978217736
10447;1986;5;978217737
11676;1986;5;978217738
13664;1986;4;978217739
16634;1986;4;978217740
21370;1986;5;978217741
21937;1986;5;978217742
27947;1986;4;978217743
1585;1987;2;978217744
11676;1987;2;978217745
12489;1987;4;978217746
17950;1987;3;978217747
19268;1987;4;978217748
23768;1987;3;978217749
25981;1987;5;978217750
1585;1988;3;978217751
25981;1988;3;978217752
1585;1989;4;978217753
7913;1989;3;978217754
11245;1989;3;978217755
13666;1989;4;978217756
