UserID;SongID;Rating
238;2341;4
238;13859;5
239;7727;1
240;9904;3
241;9815;1
241;16098;5
242;3058;5
242;11945;5
243;6652;2
244;7421;1
244;10131;2
244;13113;3
246;2362;4
246;14254;5
246;15000;1
247;18166;3
248;19169;5
249;14956;3
250;911;5
250;1409;3
251;1203;3
252;9846;5
252;14580;5
256;2336;3
257;7584;5
257;11544;3
258;14533;3
259;1837;5
259;15674;4
262;7963;4
262;10685;5
263;10410;1
264;4157;4
265;2596;3
266;11140;5
267;3275;4
268;12390;5
268;16098;5
269;2492;3
269;13621;1
270;7574;5
270;9186;5
270;14525;2
271;1681;5
271;9329;5
272;2556;5
272;17032;4
273;10850;3
274;4071;5
274;14698;2
275;11726;5
275;19523;5
276;9764;1
276;17193;2
277;4786;5
278;13540;5
279;271;4
279;18051;4
280;271;2
280;14284;2
282;2650;1
283;13734;4
284;7967;4
285;16724;4
285;17695;3
286;2177;5
286;3064;5
286;5448;5
286;11759;5
287;769;2
287;3329;3
288;12932;5
289;11966;2
289;18329;3
289;19362;4
290;12994;4
293;8704;5
293;15916;5
294;271;3
294;1148;4
294;10773;4
295;4459;5
295;15635;4
296;11386;4
296;17098;1
298;297;5
299;11700;2
301;4095;1
301;9545;1
302;11529;3
302;14484;4
303;6248;4
303;14516;5
303;17848;4
304;5232;5
304;19198;5
305;7278;5
306;19772;2
307;2726;5
307;16722;2
309;607;4
309;2150;4
310;13827;5
311;6600;2
312;545;4
312;16725;1
312;17563;5
312;19339;1
313;3215;4
313;17227;1
314;6478;5
314;13113;5
316;1048;2
316;2726;4
317;9488;4
319;6719;1
319;15597;1
320;316;5
320;6488;5
320;12288;5
321;14096;4
323;16763;5
324;14900;5
324;18343;5
324;18716;5
325;12859;3
325;12865;2
326;691;4
326;10479;4
327;1465;4
327;5838;2
328;1395;2
328;17858;2
329;4146;5
331;924;5
331;7921;5
331;11534;5
332;4881;4
333;13630;2
334;4898;4
334;8117;4
334;14929;3
335;6880;3
335;10309;3
335;13644;1
336;2961;1
337;5273;5
338;10752;5
338;18015;5
339;1783;4
339;5542;5
339;7381;5
340;3790;5
340;6314;5
340;16578;5
342;2192;5
342;6715;3
342;8316;4
342;10521;4
342;17295;5
342;19357;5
343;3184;1
344;12861;3
345;13976;5
348;2726;5
348;4438;5
348;12827;5
349;4282;2
349;11987;3
350;18526;3
351;2726;2
351;6431;1
352;8636;3
352;13398;3
352;14140;4
352;15512;4
353;15813;1
353;17227;3
354;545;5
354;2596;5
354;5627;5
354;16390;5
355;2410;4
355;5412;4
356;10329;3
357;3047;5
357;10479;5
358;17572;3
361;8562;3
362;13299;5
364;545;5
365;1615;5
365;7276;5
366;13359;2
368;5117;5
369;14220;2
369;19360;3
370;3386;2
371;2795;2
372;5612;3
372;13760;2
373;17227;5
374;9901;5
374;18927;5
375;6209;4
375;17029;5
377;16309;5
378;2546;5
379;10208;5
379;18084;1
380;5142;2
380;13649;5
381;16500;1
381;18609;1
382;5331;1
382;5869;5
382;15687;1
383;1293;3
383;5784;5
383;7296;2
383;19016;5
384;3047;5
384;6268;4
384;11520;5
384;16492;5
386;15499;2
386;16322;5
386;19072;4
388;17074;2
389;8067;5
389;16209;3
390;11604;2
390;15569;5
391;2726;1
393;833;5
393;8060;4
394;9802;4
394;14716;1
395;7602;3
396;1062;1
398;4;5
398;10446;5
400;12827;3
402;17018;3
404;5880;5
404;12360;5
404;15518;5
405;6802;4
405;7766;1
405;13531;4
405;13535;5
405;14203;4
405;18423;1
406;16098;4
408;3644;5
408;10004;5
409;14188;5
410;10956;4
410;11218;5
410;19984;5
411;11608;3
411;17849;2
412;17029;2
413;14827;3
413;15855;4
414;7204;4
415;5885;5
416;10773;5
416;17074;5
417;9803;2
418;2745;5
420;98;1
421;4889;2
424;8979;5
424;11493;5
425;996;4
425;9046;3
425;17029;1
426;19388;3
428;3499;1
428;10815;5
428;13615;5
428;17085;5
428;18691;1
429;14276;4
430;9217;2
430;14845;5
431;2570;5
432;14027;4
433;842;5
434;2876;5
435;294;1
435;18290;4
436;19620;5
437;2245;5
438;996;1
438;9229;5
439;7602;5
441;1879;1
441;2726;1
441;6268;5
441;17694;5
441;18703;5
442;1048;1
443;10612;2
444;595;5
444;11918;5
445;911;5
446;3047;4
447;15503;3
449;6248;5
449;13878;5
450;3418;5
451;19444;1
452;8855;1
452;13644;1
453;2213;3
454;7766;2
455;2524;2
455;18899;2
457;1048;1
458;2518;5
458;12903;5
459;1209;5
459;11737;5
460;834;1
460;7806;1
460;11737;4
461;12861;5
461;19272;5
461;19390;5
462;1666;3
462;6350;4
462;18316;2
463;17802;5
464;2067;5
464;8780;5
464;9883;5
465;16190;1
465;16698;1
467;1008;1
467;8063;4
468;18574;4
469;5755;5
469;15635;5
469;16697;5
470;4843;5
470;9325;5
470;11395;1
472;17841;2
473;2726;3
473;16909;4
474;191;1
475;4889;2
475;12288;2
476;4752;3
478;11396;4
478;15366;4
479;3785;5
479;16280;4
480;7398;4
481;14985;5
482;5678;5
485;6983;5
486;13859;5
487;4322;5
487;8528;5
488;4610;5
488;7013;5
490;2140;5
490;3517;5
491;13644;1
492;9095;1
495;7447;1
495;10325;1
496;13698;5
496;19538;5
497;17841;4
498;15874;5
499;7584;4
501;7744;4
501;10714;4
502;7204;5
502;11783;5
502;13509;5
503;18408;3
503;19678;5
504;4080;5
505;14839;3
506;5861;5
506;12188;5
507;3785;4
508;15503;5
509;8063;5
510;2726;1
510;7066;5
510;8380;2
510;15028;1
511;12982;1
511;19380;1
512;18927;4
515;1635;5
515;2247;1
515;16220;5
516;8658;5
516;14068;5
516;16113;5
516;17335;5
517;3174;3
517;4735;3
517;19598;5
518;10255;5
519;8926;5
519;9033;5
520;13843;5
522;4881;5
522;5959;5
524;19049;5
525;5342;1
526;17657;5
527;911;5
527;2769;5
527;6248;5
527;12282;5
528;3016;4
529;18703;5
530;5117;5
531;18066;5
531;19085;5
532;9344;3
532;13977;3
532;15657;5
533;6572;2
534;2088;1
534;14096;2
535;14119;4
536;11525;3
537;865;3
537;3834;5
537;10801;3
538;16617;1
540;2720;3
540;15954;1
540;17801;1
542;10076;3
544;15813;4
545;14773;1
547;19690;5
548;6655;5
548;12124;5
549;911;5
549;3517;5
549;9488;5
549;12709;4
549;19299;4
550;7657;1
550;13679;5
550;17451;5
551;5630;1
551;15424;1
552;16156;1
552;18473;1
554;16384;1
559;9488;4
559;11229;2
559;15512;3
561;1815;5
561;5059;5
561;16548;5
561;18161;5
563;7775;1
565;843;1
565;3379;5
565;11583;5
566;19754;3
567;9454;4
567;17074;3
572;5059;1
572;9488;2
572;19971;2
573;6092;3
574;16525;4
575;2739;2
575;6049;4
575;17032;4
576;545;5
576;11525;5
577;6508;5
577;18510;4
578;19775;4
579;2263;5
579;3612;1
582;17029;4
583;2726;4
583;17252;5
584;7520;5
584;12287;5
585;7689;1
586;14734;3
588;6191;5
588;9650;5
589;3217;5
589;3805;5
589;19523;5
592;17252;5
592;18993;5
593;10772;2
594;8761;3
594;15491;5
595;2263;5
595;6065;3
596;10145;5
596;15537;5
597;11219;3
598;14294;1
599;911;5
599;2009;5
599;13002;5
601;273;1
602;7713;5
603;9920;1
604;8558;3
605;1693;5
606;15886;5
607;18400;1
607;18542;5
608;4199;4
608;6217;1
609;271;2
609;12709;3
610;3517;4
611;12264;3
612;13649;2
613;17910;5
616;2104;1
616;12861;5
618;14757;5
618;19636;5
619;3656;1
620;13600;5
620;14698;5
621;14511;2
621;14704;5
621;15382;5
621;18287;1
621;19220;5
622;1766;1
622;1955;1
622;12717;1
623;910;3
623;18767;2
623;18834;1
624;14956;1
625;19594;1
626;6452;4
627;6648;5
628;2009;3
628;18501;3
628;19242;1
629;12861;5
630;9362;5
630;19198;5
630;19777;5
632;12152;3
633;2492;5
633;6254;3
634;742;5
635;9859;1
635;15813;4
635;19299;3
636;439;5
638;12348;5
638;17291;5
639;7866;5
640;15635;3
641;7574;2
641;14893;2
642;7447;3
642;18408;5
643;12680;3
643;18674;5
644;7167;1
644;7717;4
645;3562;5
645;6315;5
646;5703;4
647;3924;5
648;4428;3
649;8406;5
650;4508;1
650;8063;1
650;13859;5
651;11947;2
652;413;4
653;14042;5
654;497;4
654;1648;2
654;15769;3
654;17697;1
655;2141;3
655;5232;5
655;12107;1
655;13049;4
657;18878;3
658;8148;5
658;9488;5
660;2988;2
660;12038;3
663;19006;1
664;1225;3
664;9776;5
665;4396;4
665;17227;4
666;10131;5
666;13843;5
667;14336;4
667;17694;5
668;1815;4
668;18195;2
669;15635;5
670;413;1
670;2726;5
670;16751;1
670;17227;1
672;634;3
672;5993;3
672;15518;2
673;14218;1
674;115;3
676;5717;5
676;13205;3
676;13606;5
677;4692;5
679;18834;5
680;5059;3
680;6874;3
681;14056;5
682;66;1
682;7308;1
683;906;5
683;11171;1
683;12472;4
683;15145;2
683;19006;4
684;6049;5
684;17502;5
685;17832;1
686;2726;3
689;7766;5
690;14495;3
691;7584;5
692;14707;5
693;1395;5
694;15587;5
696;9325;5
696;11498;5
698;6139;1
698;7276;3
700;764;4
701;10162;5
702;14249;4
703;950;1
704;4799;3
705;18986;2
706;12380;5
707;2033;1
707;15635;1
709;3962;3
710;2907;1
710;15606;1
710;17047;1
710;18290;3
710;19223;1
711;2103;5
711;8736;5
711;14669;5
711;15674;5
712;19794;5
715;19318;5
716;17355;5
717;15597;5
719;7633;4
719;8856;2
719;11622;2
720;3243;3
721;10711;5
721;15315;5
723;6788;2
723;15028;1
723;17746;4
724;9186;1
724;14530;1
724;14900;5
724;15041;5
725;911;3
725;4438;4
726;2504;5
726;13624;5
726;13906;5
727;941;5
727;10211;5
727;17227;5
728;5861;4
730;1826;3
732;17848;1
732;19318;1
733;17029;1
734;3169;3
734;3832;3
734;9614;1
734;11565;4
736;11479;1
736;12709;2
737;3517;3
737;14265;2
738;7294;5
738;7839;5
739;3940;5
739;11004;2
739;14941;1
740;2504;2
740;19562;2
740;19693;1
741;5187;5
741;17355;5
741;19367;5
742;545;1
742;9362;4
743;12034;5
743;15417;2
744;11737;5
745;11539;1
745;17511;4
748;17018;1
748;18546;1
749;4125;4
749;8063;5
749;19299;3
750;216;1
750;17053;2
751;7524;4
751;15145;3
751;16927;4
751;18051;3
752;69;4
753;1682;3
754;11855;4
756;10678;3
756;15257;4
757;11949;4
757;15285;4
758;12245;2
759;3184;4
759;13535;5
761;8378;4
762;9439;5
762;15315;5
762;18781;5
763;9454;4
764;14039;5
764;15503;5
764;16794;5
765;1381;5
766;16051;4
767;4199;1
768;721;1
770;1205;1
770;5383;4
770;5705;3
770;16927;2
771;5908;4
772;11291;4
772;11750;5
774;7579;3
774;9569;5
775;510;1
775;5772;1
775;8644;2
776;6334;5
776;8729;5
776;18497;4
778;7365;5
779;2809;5
780;18941;2
780;19919;3
782;11328;5
784;911;1
784;8761;5
784;18878;5
785;7614;1
787;11408;5
788;10046;2
789;833;5
790;2497;3
791;4569;5
791;10678;1
792;8063;5
792;9313;4
793;1522;5
793;2627;2
793;19966;4
795;19110;5
798;15707;5
799;3991;4
799;17183;5
800;2150;1
800;14867;1
801;1461;5
801;1585;5
801;11569;5
802;5032;2
803;2028;5
804;14173;4
804;18927;5
805;2309;2
805;3785;5
806;271;3
806;12709;2
807;11525;5
807;11966;5
808;5250;3
808;15367;3
809;4908;1
809;12219;3
812;13702;2
813;2769;3
813;3758;5
813;10325;2
813;15503;4
814;4920;3
814;4975;5
814;5583;1
814;11590;1
814;15635;1
815;3047;5
815;15503;5
816;6359;1
817;4769;4
817;11308;5
817;14525;5
817;17925;4
820;1666;4
820;16548;4
823;6139;4
824;4943;5
825;911;5
825;3206;5
826;1061;5
826;12440;5
826;15028;3
826;15653;3
827;3796;2
828;10609;3
831;13727;2
831;16722;5
831;18137;5
832;7323;2
832;15488;5
832;17638;5
832;18937;3
833;12982;3
833;16232;3
834;1868;5
834;13859;5
835;14002;1
837;3785;5
838;4074;3
838;14193;5
839;459;3
839;2898;1
839;10508;1
840;3051;4
841;11375;1
842;14119;3
842;16794;5
843;2263;5
843;7321;5
844;2684;1
844;19862;5
845;12513;5
846;13302;5
847;16548;4
848;2631;3
848;5492;4
849;2545;2
850;254;4
850;14056;3
851;16022;3
853;8835;3
853;11928;3
853;18114;1
854;8882;5
855;3517;5
856;515;1
857;1104;2
857;11386;5
857;15690;5
858;1221;5
858;2038;5
858;3705;4
858;8343;5
861;17053;1
862;17454;5
862;18363;5
863;9186;5
863;11525;1
863;13821;1
864;17683;3
865;3432;5
865;5370;1
866;14757;1
866;18591;1
868;10852;5
868;11737;5
870;1360;1
871;2336;3
871;6093;5
871;16548;5
871;18178;1
872;8636;3
874;796;5
874;6157;5
875;14525;1
875;19320;5
876;1182;4
876;8995;5
876;10238;5
878;390;2
878;2739;3
878;6314;2
879;16025;5
881;19102;5
882;289;4
882;3799;4
882;10160;3
883;1395;1
884;974;5
884;8334;5
885;3761;1
886;9534;1
886;15302;1
886;16751;1
887;3730;4
888;11024;4
888;14586;5
890;2263;5
890;2726;4
892;3491;5
892;14641;5
893;273;1
893;12240;1
894;5613;5
894;13498;5
894;16704;2
895;3685;5
895;10737;5
895;12068;3
896;2111;5
897;1075;1
897;19299;3
899;212;2
899;17029;2
899;18483;4
900;15099;3
900;17032;3
901;4378;1
901;7276;5
901;10278;5
902;17832;3
902;18483;3
903;4961;3
904;10495;1
905;2824;1
905;5447;4
905;14332;1
908;2202;1
908;12221;1
909;3517;5
910;10831;5
911;3287;4
912;17924;1
913;6841;4
914;15942;1
916;7002;5
916;11539;1
917;1064;5
920;16548;2
921;7013;1
922;18016;1
923;1105;5
923;2726;5
923;17029;5
924;2263;5
924;6673;5
925;4396;5
925;16909;5
925;19299;5
927;10660;5
927;11258;2
928;8527;5
930;12171;5
931;13621;4
931;15082;5
933;8643;3
934;2336;4
935;5386;5
935;6251;5
936;2405;1
936;5273;2
936;5887;1
936;18101;4
937;9539;5
937;14011;5
938;8562;4
938;11136;5
939;3457;5
939;14930;1
941;7398;5
941;17910;5
942;1227;1
944;1990;4
944;14604;4
944;17970;5
945;19523;5
946;15965;1
947;3577;1
947;8923;4
948;45;1
948;6605;5
948;10397;3
950;2504;5
950;19198;5
951;16724;1
953;15512;3
954;9370;4
954;18927;4
954;19509;5
956;5994;3
956;11633;5
957;11966;3
957;12221;2
958;4605;3
958;7276;5
959;16699;4
960;2809;1
960;3953;1
960;14572;1
961;10923;5
961;19333;5
962;16550;3
964;6719;5
964;6977;5
964;15635;5
965;17873;1
966;7614;3
967;13948;4
968;7883;2
969;3364;5
969;10667;4
969;16977;5
970;14389;3
971;7068;2
971;19006;3
972;2809;5
972;7478;3
974;9171;1
975;12214;5
975;12618;1
975;15099;5
976;15783;5
977;10160;5
977;19299;5
977;19670;5
978;3632;3
978;6057;5
979;6372;4
980;1062;1
981;12483;4
983;765;4
984;18460;4
986;3843;4
986;10319;3
987;3006;2
987;3517;4
987;6248;4
988;4121;5
988;15364;2
988;15740;1
989;13859;5
993;2739;4
993;14698;1
994;8993;5
995;7938;4
995;9426;3
995;15413;4
995;18135;3
996;2150;2
997;15796;5
998;2630;1
998;15503;5
998;17972;2
999;2745;3
999;5324;1
999;11966;4
1001;587;5
1002;3276;3
1002;11987;5
1002;12872;1
1003;6554;4
1005;794;3
1005;5059;5
1005;8058;2
1005;11539;5
1006;10278;3
1006;15707;5
1008;4752;5
1008;4975;5
1008;16548;5
1009;14833;5
1010;11552;3
1011;7125;1
1011;16794;5
1012;10144;5
1012;18540;5
1015;14621;5
1015;16927;5
1016;14956;4
1016;19654;4
1018;4877;5
1020;5248;1
1020;9414;1
1021;4856;5
1023;2263;5
1023;2336;5
1023;4778;5
1024;909;3
1024;15813;4
1025;10087;2
1025;14525;1
1026;2216;5
1026;13724;1
1028;13856;4
1028;18483;4
1030;4873;1
1031;3064;4
1032;12622;3
1036;12188;3
1036;15769;3
1038;3832;1
1039;19615;1
1040;17742;5
1040;19671;5
1041;754;3
1041;6572;3
1041;10169;2
1042;2596;5
1042;6337;5
1042;11953;5
1042;18927;1
1044;4141;5
1045;17029;1
1046;14078;5
1046;18056;5
1047;3810;1
1047;8060;1
1047;9488;1
1047;10600;1
1047;13859;2
1047;15231;1
1048;3047;3
1049;3503;1
1049;15783;3
1049;16702;3
1050;833;4
1051;3598;5
1051;7362;5
1052;345;5
1053;17329;5
1054;18691;5
1057;11386;3
1057;19169;5
1058;7672;5
1059;2001;4
1060;3272;5
1060;7006;5
1060;9565;5
1061;13859;4
1061;17925;5
1063;17481;5
1064;7616;5
1065;2202;5
1065;5452;5
1066;15294;5
1067;7633;1
1067;15937;4
1068;17454;4
1069;15303;5
1071;2336;4
1071;5499;5
1071;14056;1
1072;11088;4
1072;15157;1
1073;3517;5
1073;12288;3
1074;19990;1
1075;17032;1
1075;17623;5
1076;10475;3
1077;19400;1
1078;413;5
1078;920;4
1078;3962;4
1079;4534;5
1080;3517;1
1081;10086;3
1081;11386;3
1081;16340;4
1082;14286;5
1083;13366;3
1084;5797;3
1084;5945;4
1084;6919;4
1085;5072;1
1086;6715;4
1086;16200;3
1087;3143;5
1087;7607;1
1087;13988;5
1089;4396;4
1089;6074;4
1089;15029;4
1090;9949;1
1090;12380;2
1090;15635;1
1092;7633;1
1093;6297;5
1095;12221;1
1095;14752;5
1096;5240;4
1096;5642;3
1096;16794;2
1097;12269;5
1099;12301;3
1099;14239;4
1100;17729;5
1101;15503;4
1102;12332;3
1102;13479;4
1104;1238;5
1104;7276;4
1105;11507;5
1105;19299;5
1106;1246;1
1106;8872;1
1106;19670;1
1107;7323;5
1107;9386;5
1107;15385;4
1107;19730;5
1108;10189;3
1109;6944;5
1109;15783;5
1109;17029;5
1109;17849;5
1110;425;1
1110;9125;1
1111;12513;5
1112;9929;5
1114;7837;4
1114;10128;4
1115;4913;1
1115;8488;1
1116;2726;3
1116;18510;4
1117;2739;5
1117;11399;5
1119;17329;5
1120;3209;2
1123;843;3
1123;7145;4
1124;459;3
1124;8722;2
1124;17029;3
1125;12932;1
1126;6498;1
1129;1346;5
1129;2009;4
1129;18177;4
1130;3785;2
1130;16474;3
1131;9973;3
1132;271;5
1132;16832;5
1135;14528;1
1136;413;5
1136;16794;1
1136;17746;3
1138;7657;5
1138;10278;4
1139;12221;1
1139;14094;3
1140;15597;4
1140;16548;4
1142;15099;5
1142;19538;4
1143;7006;5
1144;13784;5
1145;12389;1
1145;13417;4
1145;15725;1
1145;18121;1
1146;3384;1
1146;3507;5
1147;1023;5
1148;10323;5
1148;10766;5
1149;14900;1
1150;10224;4
1152;7167;4
1152;8970;1
1152;13859;3
1153;9140;4
1153;11091;4
1154;7269;3
1154;8363;2
1155;4881;1
1155;18729;3
1156;2006;2
1157;7570;4
1157;15302;5
1159;3743;1
1161;1524;1
1162;911;4
1162;13859;5
1162;16085;4
1164;1610;5
1164;3995;1
1164;8100;5
1167;834;5
1167;5208;4
1168;17191;4
1168;18316;4
1169;15381;5
1170;3517;5
1170;8063;5
1171;6606;3
1172;3507;5
1173;5162;5
1174;5117;1
1175;3762;5
1175;5383;5
1175;9219;4
1175;13900;2
1176;17074;1
1177;3517;2
1178;2217;5
1180;6394;3
1181;3360;1
1184;12781;1
1184;14712;1
1186;5189;4
1186;8627;5
1187;8993;1
1188;686;3
1189;16474;2
1190;1037;5
1190;2475;1
1190;13478;5
1190;16047;1
1192;7632;2
1192;14513;1
1193;3124;5
1193;13961;5
1194;745;5
1194;3245;4
1194;6334;5
1194;12960;4
1195;4568;3
1195;9488;4
1197;9082;5
1197;17901;5
1198;1005;5
1198;10732;2
1199;3124;5
1199;11386;5
1199;19598;4
1201;69;5
1202;8058;2
1202;16977;5
1202;17403;4
1202;19105;5
1203;7939;1
1203;15597;1
1205;5164;3
1206;6872;4
1207;364;5
1207;15523;4
1207;17559;4
1207;18546;1
1208;9113;5
1209;7657;4
1209;11291;2
1209;15263;1
1210;5900;5
1210;19604;4
1211;12827;5
1211;17083;1
1212;3550;5
1213;6687;1
1214;6601;2
1216;4608;4
1216;6668;5
1217;10714;5
1219;17227;5
1220;12225;5
1220;15099;5
1221;6254;5
1222;8686;3
1223;14676;5
1223;15360;1
1224;1723;5
1224;4579;3
1225;11578;2
1225;15535;2
1225;15862;1
1225;17411;1
1227;18177;4
1228;9336;1
1228;12861;5
1228;16909;3
1229;11949;4
1232;12841;1
1232;17032;3
1233;37;5
1234;106;5
1234;8103;3
1234;11590;5
1235;3180;5
1235;18161;5
1236;6572;5
1236;12159;5
1237;11084;2
1237;12382;2
1238;3491;1
1238;15643;5
1239;12935;5
1240;17623;3
1241;13328;4
1241;15364;5
1241;17083;3
1242;4779;4
1242;10032;5
1243;8263;3
1243;16832;4
1244;16886;1
1245;3300;5
1245;14096;5
1247;8562;1
1247;16794;1
1248;619;2
1248;9837;2
1249;7013;1
1250;4788;3
1250;9653;2
1250;16794;4
1251;13538;3
1251;19333;3
1252;12859;5
1253;8940;1
1253;19169;5
1254;12961;5
1254;19229;5
1255;14533;1
1255;14711;1
1256;3806;4
1256;7323;4
1256;9161;4
1257;1252;2
1257;14517;5
1258;11386;5
1258;12221;1
1258;18330;3
1259;345;5
1259;6337;5
1259;11979;5
1260;5153;3
1260;13476;3
1260;17099;4
1262;3432;5
1262;14601;3
1262;18051;4
1262;18161;1
1263;11103;5
1264;510;5
1264;1395;5
1265;6574;5
1265;19020;1
1266;15813;5
1267;4252;5
1267;15315;5
1268;3047;5
1268;8399;5
1270;1191;4
1270;5569;1
1270;14350;4
1271;11106;1
1271;18936;5
1272;4034;4
1274;6052;4
1275;3128;5
1275;11291;5
1276;6703;1
1277;9837;3
1278;874;1
1278;9186;1
1278;16751;2
1278;16787;1
1280;1209;5
1280;8527;3
1281;413;5
1282;9108;2
1283;547;2
1283;2317;5
1283;10307;5
1284;69;5
1284;18199;5
1285;10131;3
1286;6736;2
1286;9344;3
1286;15635;2
1288;3844;3
1289;3499;5
1289;5030;4
1289;5183;5
1291;17029;5
1292;19242;4
1293;1447;3
1293;16085;4
1294;4995;5
1294;9188;1
1295;835;5
1295;2154;4
1295;4068;5
1295;7258;5
1296;2064;1
1296;4788;1
1296;6098;1
1296;19538;2
1297;11563;1
1298;9539;5
1299;18290;4
1300;12872;5
1300;13938;5
1301;14265;5
1302;630;5
1302;711;5
1302;769;5
1303;7167;5
1303;14119;5
1304;2726;1
1305;6732;3
1307;14056;5
1307;17029;5
1308;9292;5
1310;13963;4
1311;5709;4
1311;19333;3
1312;17848;4
1312;19990;1
1313;16495;1
1314;877;1
1314;2193;1
1314;17355;3
1315;6106;2
1315;14426;5
1318;2245;1
